ident;type;name;continent;iso_country;iso_region;municipality
US-0244;small_airport;Peason Landing Strip;NA;US;US-LA;Anacoco
US-0245;small_airport;Little York Airport;NA;US;US-IN;
US-0246;closed;Raco Army Airfield;NA;US;US-MI;Sault Ste. Marie
US-0247;heliport;UPMC East Heliport;NA;US;US-PA;
US-0248;small_airport;Santa Margarita Ranch Airport;NA;US;US-CA;Santa Margarita
US-0249;small_airport;Hearst San Simeon Airstrip;NA;US;US-CA;San Simeon
US-0250;closed;Newport Naval Air Facility;NA;US;US-RI;Gould Island
US-0251;closed;Breckenridge Army Airfield;NA;US;US-KY;Morganfield
US-0252;small_airport;Point Barrow Long Range Radar Station Airstrip;NA;US;US-AK;Utqiagvik
US-0253;small_airport;Collensville/twincreek;NA;US;US-AK;
US-0254;medium_airport;Yuma Auxiliary Army Airfield 2;NA;US;US-AZ;Yuma
US-0255;closed;North Shore Army Airfield;NA;US;US-AK;Umnak Island
US-0256;small_airport;Cape Field at Fort Glenn;NA;US;US-AK;Fort Gleen
US-0257;small_airport;Spaceport America;NA;US;US-NM;Truth or Consequences
US-0258;heliport;C H S-Pineville Heliport;NA;US;US-NC;Charlotte
US-0259;small_airport;Snyder Winston Field;NA;US;US-TX;
US-0260;closed;San Clemente Naval Auxiliary Air Station;NA;US;US-CA;
US-0261;small_airport;Matagorda Peninsula Airport;NA;US;US-TX;
US-0262;small_airport;Hewetts Airport;NA;US;US-NE;Beaver City
US-0263;closed;Ravenswood Airport;NA;US;US-IL;Chicago
US-0264;heliport;Adventist Medical Center Hanford Heliport;NA;US;US-CA;Hanford
US-0265;small_airport;Tiki Beach Bar & Grill Airstrip;NA;US;US-TX;Crystal Beach
US-0266;closed;Old Kona Airport;NA;US;US-HI;Kailua-Kona
US-0267;closed;Morse Field;NA;US;US-HI;South Point
US-0268;small_airport;Gardiners Island Landing Field;NA;US;US-NY;
US-0269;closed;Cedar Creek Park Aerdorome;NA;US;US-NY;
US-0270;closed;Stinson Field Municipal Airport;NA;US;US-MS;Aberdeen
US-0271;heliport;Plum Island Helipad;NA;US;US-NY;Southold (Suffolk County)
US-0272;small_airport;Old Stevens Village Airport;NA;US;US-AK;Stevens Village
US-0273;closed;NAS Squantum;NA;US;US-MA;
US-0274;closed;Ayresport Airport;NA;US;US-IN;Albany
US-0275;closed;Taylor Airport;NA;US;US-TX;Albany
US-0276;closed;Coronado Airport;NA;US;US-NM;Albuquerque
US-0277;closed;Pete's Patch Airport;NA;US;US-IA;Alburnett
US-0278;heliport;Williamson Memorial Hospital Helipad;NA;US;US-WV;Williamson
US-0279;heliport;Williamson ARH Hospital Heliport;NA;US;US-KY;South Williamson
US-0280;closed;Irvine Airport;NA;US;US-KY;Irvine
US-0281;closed;Frank Field;NA;US;US-ID;Caldwell
US-0282;small_airport;Larry F Warren Field;NA;US;US-NC;Efland
US-0283;closed;Reeves Auxillary Army Airfield #1;NA;US;US-TX;Pampa
US-0284;heliport;Circuit of the Americas Heliport;NA;US;US-TX;Del Valle
US-0285;small_airport;Private strip nr Huntsville;NA;US;US-TX;
US-0286;small_airport;Hodges Airfield;NA;US;US-LA;
US-0287;small_airport;Kurthwood Forest Service Airstrip;NA;US;US-LA;Kurthwood
US-0288;heliport;Antelope Valley Hospital Medical Center Heliport;NA;US;US-CA;Lancaster
US-0289;heliport;New Barstow Community Hospital Heliport;NA;US;US-CA;Barstow
US-0290;heliport;Clovis Community Medical Center Heliport;NA;US;US-CA;Clovis
US-0291;heliport;Doctors Medical Center Heliport;NA;US;US-CA;Modesto
US-0292;heliport;Good Samaritan Hospital Heliport;NA;US;US-CA;San Jose
US-0293;heliport;Harbor/UCLA Medical Center Heliport;NA;US;US-CA;Torrance
US-0294;heliport;John C. Fremont Hospital Heliport;NA;US;US-CA;Mariposa
US-0295;heliport;John Muir Mt. Diablo Medical Center Heliport;NA;US;US-CA;Brentwood
US-0296;heliport;Kaiser Foundation Hospital Manteca Heliport;NA;US;US-CA;Manteca
US-0297;heliport;Kaiser Permanente Medical Center Santa Clara Heliport;NA;US;US-CA;Santa Clara
US-0298;heliport;Kaiser Permanente Modesto Heliport;NA;US;US-CA;Modesto
US-0299;heliport;Kaweah Delta District Heliport (A-lll);NA;US;US-CA;Visalia
US-02AR;closed;Mount Comfort Airpark;NA;US;US-AR;Fayetteville
US-0300;heliport;Kern Valley Hospital Heliport;NA;US;US-CA;Lake Isabella
US-0301;heliport;Mad River Community Hospital Heliport;NA;US;US-CA;Arcata
US-0302;small_airport;Elgin's Stony Field Airport;NA;US;US-OK;Elgin
US-0303;small_airport;Alekat Acres Airport;NA;US;US-IL;Atlanta
US-0304;small_airport;Freeman Swank Farms Airport;NA;US;US-OH;Butler
US-0305;closed;Walesboro Airport;NA;US;US-IN;Walesboro
US-0306;small_airport;Plane Crazy Airport;NA;US;US-LA;Albany
US-0307;small_airport;W & E Air Service Airport;NA;US;US-LA;Monterey
US-0308;heliport;Pebbly Beach Seaplane Base Helipad;NA;US;US-CA;Avalon
US-0309;small_airport;Grebe Lake Airport;NA;US;US-AK;Wasilla
US-0310;heliport;Jones Regional Medical Center Heliport;NA;US;US-IA;Anamosa
US-0311;small_airport;Vultures Row;NA;US;US-TX;Sangar
US-0312;heliport;St Mary's Hospital - Franciscan-Skemp Heliport;NA;US;US-WI;Sparta
US-0313;small_airport;Windmillcreek Airport;NA;US;US-TX;Krum
US-0314;closed;Hereford Field;NA;US;US-AZ;Hereford
US-0315;closed;Forrest Field;NA;US;US-AZ;Cochise County
US-0316;heliport;Appleton Municipal Hospital Heliport;NA;US;US-MN;Appleton
US-0317;heliport;Atwood Helipad;NA;US;US-OK;Atwood
US-0318;small_airport;Koch Field;NA;US;US-CO;Arriba
US-0319;small_airport;Ronnie Cole Airstrip;NA;US;US-IN;Greenfield
US-0320;small_airport;My Place Airport;NA;US;US-OH;Cardington
US-0321;heliport;Andre Smith Aviation Heliport;NA;US;US-LA;Baton Rouge
US-0322;closed;Camp San Luis Obispo Army Airfield;NA;US;US-CA;Camp San Luis Obispo
US-0323;small_airport;Snowshoe Lake Airport and Seaplane Base;NA;US;US-AR;Glennallen
US-0324;seaplane_base;Toledo Seaplane Base;NA;US;US-OH;Toledo
US-0325;seaplane_base;Steam Boat Bay Seaplane Base;NA;US;US-MN;East Gull Lake
US-0326;seaplane_base;Lake Keystone Seaplane Base;NA;US;US-FL;Odessa
US-0327;heliport;Lakewood Health Center Heliport;NA;US;US-MN;Baudette
US-0328;small_airport;Reynolds Ranch Airport;NA;US;US-TX;Bayview
US-0329;small_airport;Russian Flat Airport;NA;US;US-MT;Russian Flat
US-0330;heliport;Auto Club Speedway Heliport;NA;US;US-CA;Ontario
US-0331;heliport;Wilbur Wright Birthplace Heliport;NA;US;US-IN;Hagerstown
US-0332;seaplane_base;Sage Lake Seaplane Base;NA;US;US-MI;Hale
US-0333;small_airport;Griffin Field;NA;US;US-ME;Levant
US-0334;heliport;Adventist Hinsdale Hospital Heliport;NA;US;US-IL;Hinsdale
US-0335;heliport;Midland Memorial Hospital Heliport;NA;US;US-TX;Midland
US-0336;small_airport;Big View Airport;NA;US;US-CO;Carr
US-0337;heliport;Behring Ranch Heliport;NA;US;US-CA;Colusa
US-0338;small_airport;Brown's Homestead Airport;NA;US;US-AK;Big Lake
US-0339;small_airport;In the Air Boys;NA;US;US-TX;Grape Creek
US-0340;small_airport;Freps Airport;NA;US;US-AR;Bald Knob
US-0341;small_airport;FFS Field;NA;US;US-AR;Bald Knob
US-0342;small_airport;Jps Field;NA;US;US-AR;Bald Knob
US-0343;small_airport;Tuckers Field;NA;US;US-AR;Concord
US-0344;small_airport;Elvis1 Field;NA;US;US-AR;Griffithville
US-0345;small_airport;Cash field;NA;US;US-AR;Cash
US-0346;small_airport;Barbers Lake Field;NA;US;US-AR;Georgetown
US-0347;small_airport;Falwell Railroad Field;NA;US;US-AR;Newport
US-0348;small_airport;Aubry Field;NA;US;US-AR;Aubrey
US-0349;small_airport;Aubry Field2;NA;US;US-AR;Aubrey
US-0350;small_airport;Bennetts Field;NA;US;US-AR;Worden
US-0351;small_airport;Collisons Field;NA;US;US-AR;Bald Knob
US-0352;small_airport;Enlgand ag strip;NA;US;US-AR;England
US-0353;small_airport;Buds Field;NA;US;US-AR;Russell
US-0354;small_airport;McConnaughhay's Field;NA;US;US-AR;Griffithville
US-0355;small_airport;Reapers Field;NA;US;US-AR;Albion
US-0356;small_airport;Tupelo Field;NA;US;US-AR;Tupelo
US-0357;small_airport;Reynolds Field;NA;US;US-AR;Penrose
US-0358;seaplane_base;Rat Landing Seaplane Base;NA;US;US-NC;Ahoskie
US-0359;seaplane_base;Northwoods Romeo Seaplane Base;NA;US;US-WI;Cumberland
US-0360;seaplane_base;Lakeside Seaplane Base;NA;US;US-FL;Mount Dora
US-0361;seaplane_base;Mathieu Landing Seaplane Base;NA;US;US-NV;Eveleth
US-0362;closed;Ambersand Beach Seaplane Base;NA;US;US-FL;Sebastian
US-0363;seaplane_base;Point Seaplane Base;NA;US;US-MN;Orono
US-0364;seaplane_base;Rising Sun Seaplane Base;NA;US;US-IN;Rising Sun
US-0365;seaplane_base;Hut Haven Seaplane Base;NA;US;US-NY;Fair Haven
US-0366;seaplane_base;Nils Seaplane Base;NA;US;US-PA;Lock Haven
US-0367;heliport;Virginia DMV Headquarters Heliport;NA;US;US-VA;Richmond
US-0368;small_airport;Evergreen North-South Airpark;NA;US;US-WA;Vancouver
US-0369;closed;Panama City Beach Airstrip;NA;US;US-FL;Panama City Beach
US-0370;seaplane_base;Cape Air Seaplanes on Boston Harbor Seaplane Base;NA;US;US-MA;Boston
US-0371;small_airport;Bells Field;NA;US;US-AR;Des Arc
US-0372;small_airport;Stans Field;NA;US;US-AR;Cotton Plant
US-0373;small_airport;Mallets Field;NA;US;US-AR;Greenbrier
US-0374;small_airport;Lesters Field;NA;US;US-AR;Augusta
US-0375;heliport;Cimarron Heliport;NA;US;US-NM;Cimarron
US-0376;heliport;Desoto Heliport;NA;US;US-TX;Desoto
US-0377;heliport;Memorial Medical Center Heliport;NA;US;US-MI;Ludington
US-0378;heliport;Amistad North Heliport;NA;US;US-FL;Okeechobee
US-0379;heliport;Silverbell Army Heliport;NA;US;US-AZ;Marana
US-0380;heliport;Amangiri Heliport;NA;US;US-UT;Big Water
US-0381;heliport;Loflin Heliport;NA;US;US-OR;Donald
US-0382;heliport;Lawler Heliport;NA;US;US-MI;Oakland
US-0383;heliport;Mercy Anderson Heliport;NA;US;US-OH;Cincinnati
US-0384;closed;Beacon Station Air Strip;NA;US;US-CA;Baker
US-0385;heliport;Marine Corps Logistics Base Heliport;NA;US;US-CA;Barstow
US-0386;heliport;Grande Ronde Hospital EMS Heliport;NA;US;US-OR;La Grande
US-0387;heliport;Adventist Health Howard Memorial Heliport;NA;US;US-CA;Willits
US-0388;small_airport;Polyanna Ranch Airport;NA;US;US-TX;Blooming Grove
US-0389;small_airport;Indianhead Ranch Airport;NA;US;US-TX;Del Rio
US-0390;small_airport;Sunshine Acres Airport;NA;US;US-WA;Colbert
US-0391;small_airport;Stateline Airport;NA;US;US-PA;Hookstown
US-0392;heliport;Harris Nuclear Plant Heliport;NA;US;US-NC;New Hill
US-0393;closed;Elizabeth James Airport;NA;US;US-PA;Altoona
US-0394;heliport;Blackberry Ridge Heliport;NA;US;US-IA;Iowa City
US-0395;small_airport;West Wind Airport;NA;US;US-MN;Littlefork
US-0396;heliport;Carilion Clinic Heliport;NA;US;US-VA;Christiansburg
US-0397;small_airport;Heinen Airport;NA;US;US-KS;Seneca
US-0398;small_airport;Pheasant Wings Airport;NA;US;US-OK;Sasakwa
US-0399;heliport;LaSalle General Hospital Heliport;NA;US;US-LA;Jena
US-0400;small_airport;Flugplatz Airport;NA;US;US-KS;Hutchinson
US-0401;small_airport;Dead Cow Field;NA;US;US-NC;Beaufort
US-0402;small_airport;Jalapeno Ranch Airport;NA;US;US-AZ;Bouse
US-0403;small_airport;Hooks Strip Airport;NA;US;US-OR;Burns
US-0404;heliport;Centerport Heliport;NA;US;US-CA;Costa Mesa
US-0405;heliport;North Port Fire Rescue Station 84 Heliport;NA;US;US-FL;North Port
US-0406;heliport;Clear Lake Heliport;NA;US;US-KY;Lexington
US-0407;small_airport;Jubilee Acres Airport;NA;US;US-FL;Fort Meade
US-0408;small_airport;Coose Field;NA;US;US-MO;Lockwood
US-0409;small_airport;B and S Farms Airfield;NA;US;US-MO;Anderson
US-0410;heliport;Holzer Athens Heliport;NA;US;US-OH;Athens
US-0411;heliport;Doctors Hospital Heliport;NA;US;US-GA;Augusta
US-0412;heliport;Southlands ER Heliport;NA;US;US-CO;Aurora
US-0413;small_airport;Rod's Sod Airport;NA;US;US-OH;Barlow
US-0414;heliport;Patients Emergency Room Heliport;NA;US;US-TX;Baytown
US-0415;heliport;Barbourville ARH Heliport;NA;US;US-KY;Barbourville
US-0416;heliport;Stones River Hospital Heliport;NA;US;US-TN;Woodbury
US-0417;small_airport;Flying V Ranch Airport;NA;US;US-MO;Williamsburg
US-0418;heliport;St Clare's Hospital Heliport;NA;US;US-WI;Weston
US-0419;closed;Zurik STOLport;NA;US;US-OH;Olive Green
US-0420;heliport;Joint Township Memorial Hospital Heliport;NA;US;US-OH;St. Marys
US-0421;heliport;Springfield Regional Medical Center Heliport;NA;US;US-OH;pringfield
US-0422;small_airport;Rocky Point Airport;NA;US;US-OK;Sasakwa
US-0423;small_airport;BHH Aviation Airport;NA;US;US-NC;Ruffin
US-0424;heliport;Spectrum Health Reed City Hospital Heliport;NA;US;US-MI;Reed City
US-0425;closed;Rockin 7 Ranch Airport;NA;US;US-TX;Franklin
US-0426;small_airport;XWind Farm Airport;NA;US;US-TX;Ravenna
US-0427;small_airport;Evan Airport;NA;US;US-LA;Prairieville
US-0428;small_airport;Sanctuary Ranch Airport;NA;US;US-TX;Crossroads
US-0429;small_airport;Linn County Airport;NA;US;US-KS;Pleasanton
US-0430;heliport;J&J New Brunswick Helistop;NA;US;US-NJ;New Brunswick
US-0431;heliport;St. Mary's Good Samaritan Heliport;NA;US;US-IA;Mt. Vernon
US-0432;heliport;Honeywell Heliport;NA;US;US-NJ;Morris Plains
US-0433;small_airport;Barren Creek Field Airport;NA;US;US-MD;Mardela Springs
US-0434;heliport;UCSD Health System East Campus Interim Heliport;NA;US;US-CA;La Jolla
US-0435;small_airport;Windsor Farms Airport;NA;US;US-NC;Linden
US-0436;small_airport;Sohler's Holly Hill Airport;NA;US;US-OR;Hillsboro
US-0437;heliport;The Medical Center at Franklin Heliport;NA;US;US-KY;Franklin
US-0438;heliport;Benson Heliport;NA;US;US-MN;Benson
US-0439;small_airport;Hallick Farm Airport;NA;US;US-WI;Black Earth
US-0440;small_airport;Claasen Airport;NA;US;US-TX;Blue Ridge
US-0441;heliport;Rigby Field Heliport;NA;US;US-ME;Boothbay
US-0442;small_airport;Hefner Farms Airport;NA;US;US-TX;Bovina
US-0443;heliport;Cleveland Clinic;NA;US;US-OH;
US-0444;small_airport;Twisted T Field;NA;US;US-TX;Burton
US-0445;small_airport;Zoch Airport;NA;US;US-TX;Centerville
US-0446;heliport;Chilton County Health Care Authority Heliport;NA;US;US-AL;Clanton
US-0447;heliport;Eaken's Landing Heliport;NA;US;US-OH;Columbiana
US-0448;heliport;Kuhn Heliport;NA;US;US-VA;Cross Junction
US-0449;small_airport;Lakeview Airport;NA;US;US-KY;Club Run
US-0450;heliport;Ogburn VFD Heliport;NA;US;US-TX;Winnsboro
US-0451;small_airport;Renick Field;NA;US;US-KY;Winchester
US-0452;small_airport;McBee Field;NA;US;US-TX;Wills Point
US-0453;heliport;Texas Health Willow Park Heliport;NA;US;US-TX;Willow Park
US-0454;small_airport;Pumpkin Patch Field;NA;US;US-AR;Tafton
US-0455;heliport;Avera Dells Area Hospital Heliport;NA;US;US-SD;Dell Rapids
US-0456;small_airport;Kadrmas Airport;NA;US;US-ND;Dickinson
US-0457;small_airport;Buck Knob Airport;NA;US;US-WI;Durand
US-0458;heliport;Hospitals of Providence Transmountain Campus Heliport;NA;US;US-TX;El Paso
US-0459;small_airport;Twisted JS Airport;NA;US;US-TX;Farmersville
US-0460;small_airport;Falwell Base;NA;US;US-AR;Olyphant
US-0461;small_airport;Oak Grove Farm Airport;NA;US;US-MD;Federalsburg
US-0462;small_airport;Mercey Hot Springs Airport;NA;US;US-CA;Firebaugh
US-0463;heliport;Medflight 5 Heliport;NA;US;US-OH;Galion
US-0464;small_airport;Pharmnall Airport;NA;US;US-TX;Grandview
US-0465;small_airport;Falwell Freeway;NA;US;US-AR;Possum Grape
US-0466;small_airport;Schroeder's field;NA;US;US-AR;Dogwood
US-0467;closed;Fish Hatchery Farm Airport;NA;US;US-MT;Hamilton
US-0468;heliport;Volare North Heliport;NA;US;US-MI;Harrietta
US-0469;small_airport;1904 Private Runway Airport;NA;US;US-OK;Hennessey
US-0470;small_airport;S Bar Ranch Airport;NA;US;US-ID;Hill City
US-0471;small_airport;Smith Airpark;NA;US;US-OK;Hinton
US-0472;heliport;Wayne Memorial Hospital Heliport;NA;US;US-PA;Honesdale
US-0473;small_airport;Hye Airport;NA;US;US-TX;Hye
US-0474;small_airport;Rado's Crossing Airport;NA;US;US-MI;Ida
US-0475;heliport;International Falls Customs & Border Patrol Heliport;NA;US;US-MN;International Falls
US-0476;heliport;Medflight 9 Heliport;NA;US;US-OH;Jeffersonville
US-0477;small_airport;R and R Airport;NA;US;US-OK;Jones
US-0478;small_airport;Skyview Ranch Airport;NA;US;US-TX;Junction
US-0479;small_airport;Oakfield RLA Airport;NA;US;US-IL;Kaneville
US-0480;heliport;Baylor Scott and White Medical Center Heliport;NA;US;US-TX;Lakeway
US-0481;small_airport;Postoak Airport;NA;US;US-TX;Lampasas
US-0482;small_airport;Sugar Hollow RLA Airport;NA;US;US-IL;Lane
US-0483;closed;Reeves Field;NA;US;US-CA;San Pedro
US-0484;seaplane_base;Haggards Landing Seaplane Base;NA;US;US-AK;Big Lake
US-0485;heliport;Mountain Point Medical Center Helipad;NA;US;US-UT;Lehi
US-0486;closed;Action Aero Airport;NA;US;US-TX;Arlington
US-0487;small_airport;Mena Airport;NA;US;US-TX;Lillian
US-0488;small_airport;Goose Landing Airport;NA;US;US-LA;Loranger
US-0489;small_airport;Rememberance Airport;NA;US;US-TX;Lubbock
US-0490;small_airport;Weitz Airport;NA;US;US-ID;Marsing
US-0491;heliport;Ferrell Flying Field Heliport;NA;US;US-OH;Mason
US-0492;small_airport;McClellan Creek Airport;NA;US;US-TX;McLean
US-0493;heliport;Melvin EMS Helipad;NA;US;US-TX;Melvin
US-0494;small_airport;Mercury Ranch Airport;NA;US;US-OK;Milburn
US-0495;small_airport;Stichnoth RLA Airport;NA;US;US-IL;Milford
US-0496;small_airport;Sundre Airport;NA;US;US-ND;Minot
US-0497;small_airport;Oliair Airport;NA;US;US-LA;Monroe
US-0498;small_airport;Oligrow Airport;NA;US;US-LA;Monroe
US-0499;small_airport;Carrar Farm Airport;NA;US;US-PA;Montrose
US-0500;small_airport;Nettle Creek Landings Airport;NA;US;US-IL;Morris
US-0501;heliport;S C Johnson Waxdale Heliport;NA;US;US-WI;Mount Pleasant
US-0502;small_airport;Kleinik RLA Airport;NA;US;US-IL;Nokomis
US-0503;heliport;Sentara Leigh Hospital Heliport;NA;US;US-VA;Norfolk
US-0504;heliport;Orlando VA Medical Center Heliport;NA;US;US-FL;Orlando
US-0505;closed;Flying M Ranch Airport;NA;US;US-WI;ROBERTS
US-0506;small_airport;Dean Schwenk RLA Airport;NA;US;US-IL;Pesotum
US-0507;closed;Natomas Field;NA;US;US-CA;Sacramento
US-0508;heliport;Pipestone County Medical Center Heliport;NA;US;US-MN;Pipestone
US-0509;small_airport;Pfau Airstrip;NA;US;US-MN;Princeton
US-0510;small_airport;Springhill Field Airport;NA;US;US-WI;Richland Center
US-0511;heliport;Elk Creek Heliport;NA;US;US-ID;Riggins
US-0512;heliport;Ripon Medical Center Heliport;NA;US;US-WI;Ripon
US-0513;small_airport;Old Valley Airport;NA;US;US-TN;Sharps Chapel
US-0514;heliport;Willis-Knighton South Hospital Heliport;NA;US;US-LA;Shreveport
US-0515;small_airport;Sunny V Ranch Airport;NA;US;US-TX;Sisterdale
US-0516;heliport;Air Evac 95 Heliport;NA;US;US-GA;Statesboro
US-0517;closed;Young's Airport;NA;US;US-GA;Sumner
US-0518;heliport;TC Helicopter Heliport;NA;US;US-MI;Traverse City
US-0519;heliport;Oakwood Southshore Medical Center Heliport;NA;US;US-MI;Oakwood Southshore Medical Center Heliport
US-0520;small_airport;Delva Field Airport;NA;US;US-TX;Van
US-0521;small_airport;Ross Airport;NA;US;US-OH;Wakeman
US-0522;seaplane_base;Wayzata Bay Landing Seaplane Base;NA;US;US-MN;Wayzata
US-0523;heliport;Chase Heliport;NA;US;US-CT;West Hartford
US-0524;small_airport;J & H Airport;NA;US;US-TX;Wildorado
US-0525;heliport;Windom Area Hospital Heliport;NA;US;US-MN;Windom
US-0526;heliport;Elliot Hospital Heliport;NA;US;US-NH;Manchester
US-0527;heliport;Florida Hospital Zephyrhills Heliport;NA;US;US-FL;Zephyrhills
US-0528;heliport;Christus Spohn Hospital Alice Heliport;NA;US;US-TX;Alice
US-0529;small_airport;Hodges Field Airport;NA;US;US-GA;Americus
US-0530;small_airport;Riverbend Ranch Airport;NA;US;US-KS;Augusta
US-0531;closed;Sowieja Airport;NA;US;US-MN;Farmington
US-0532;heliport;Christus Spohn Hospital Beeville Heliport;NA;US;US-TX;Beeville
US-0533;small_airport;Arland Airport;NA;US;US-KS;Bennington
US-0534;small_airport;Gaitros STOL Airport;NA;US;US-IL;Cerro Gordo
US-0535;closed;Sandy River Federal I Airport;NA;US;US-AK;
US-0536;closed;David River Airport;NA;US;US-AK;
US-0537;closed;Wide Bay Airport;NA;US;US-AK;
US-0538;heliport;Scott & White Medical Center - College Station Heliport;NA;US;US-TX;College Station
US-0539;heliport;Resolute Forest Products Heliport;NA;US;US-AL;Childersburg
US-0540;heliport;Foley Hospital Heliport;NA;US;US-AL;Foley
US-0541;heliport;St Vincent's BLT Heliport;NA;US;US-AL;Oneonta
US-0542;heliport;Alyeska Resort Heliport;NA;US;US-AK;Girdwood
US-0543;heliport;PRL Logistics Heliport;NA;US;US-AK;Kenai
US-0544;heliport;McCues Heliport;NA;US;US-AK;Ketchikan
US-0545;heliport;Wolfe Point Heliport;NA;US;US-AK;Ketchikan
US-0546;heliport;Great River Medical Center Heliport;NA;US;US-AR;Blytheville
US-0547;heliport;Santa Cruz Valley Regional Hospital Heliport;NA;US;US-AZ;Green Valley
US-0548;heliport;Banner Estrella Medical Center Heliport;NA;US;US-AZ;Phoenix
US-0549;heliport;Pleasant Valley Medical Center Heliport;NA;US;US-AZ;Young
US-0550;heliport;Mimbres Memorial Hospital Heliport;NA;US;US-NM;Deming
US-0551;heliport;Tristar Horizon FSED Helipad;NA;US;US-TN;Dickson
US-0552;closed;Franciscan Skemp Mayo Health Systems Heliport;NA;US;US-WI;Arcadia
US-0553;small_airport;Younglove/Otterbach Airport;NA;US;US-IL;Earlville
US-0554;small_airport;Corn Alley 2 Airport;NA;US;US-IL;El Paso
US-0555;small_airport;Sawtooth Airport;NA;US;US-AZ;Eloy
US-0556;small_airport;Flying Gluepie Ranch Airport;NA;US;US-CA;Fiddletown
US-0557;small_airport;Joseph Scott Airport;NA;US;US-MO;Fredericktown
US-0558;small_airport;Crag Mountain Airport;NA;US;US-AK;Sutton
US-0559;closed;White Mountain Gateway Airport;NA;US;US-NH;Freedom
US-0560;small_airport;Tommy's Field Airport;NA;US;US-TN;Greenville
US-0561;small_airport;Sands Airport;NA;US;US-ID;Horseshoe Bend
US-0562;small_airport;Serenity Field Airport;NA;US;US-LA;Independence
US-0563;small_airport;Happy Landings Airport;NA;US;US-TN;Birchwood
US-0564;heliport;Horseshoe Heliport;NA;US;US-LA;Bossier City
US-0565;heliport;Christus Spohn Hospital Kingsville Heliport;NA;US;US-TX;Kingsville
US-0566;heliport;Logan Regional Hospital Heliport;NA;US;US-UT;Logan
US-0567;heliport;Madelia Helipad;NA;US;US-MN;Madelia
US-0568;seaplane_base;Tailwind Boston Seaplane Base;NA;US;US-MA;Boston
US-0569;small_airport;Fokker Field;NA;US;US-LA;Bush
US-0570;heliport;Greene Memorial Hospital Heliport;NA;US;US-OH;Xenia
US-0571;medium_airport;Williston Basin International Airport;NA;US;US-ND;Williston
US-0572;heliport;Wilson Helispot;NA;US;US-OR;West Linn
US-0573;small_airport;Fisch RLA Airport;NA;US;US-IL;Walnut
US-0574;small_airport;Wilt RLA Airport;NA;US;US-IL;Walnut
US-0575;heliport;Parkview Warsaw Facility Heliport;NA;US;US-IN;Warsaw
US-0576;small_airport;Spring Creek Ranch Airport;NA;US;US-OK;Tishomingo
US-0577;heliport;Hillsborough County Fire Rescue Heliport;NA;US;US-FL;Tampa
US-0578;small_airport;Durin RLA Airport;NA;US;US-IL;Steward
US-0579;small_airport;Friends Field;NA;US;US-IL;Serena
US-0580;small_airport;Chips Airport;NA;US;US-TX;Seguin
US-0581;small_airport;Lost Airfield;NA;US;US-LA;Church Point
US-0582;heliport;Valley Regional Hospital Heliport;NA;US;US-NH;Claremont
US-0583;small_airport;Rancho San Lorenzo Airport;NA;US;US-TX;Clint
US-0584;heliport;Dan's Apple Farm Heliport;NA;US;US-MI;Clinton Township
US-0585;heliport;Marion General Hospital Heliport;NA;US;US-MS;Columbia
US-0586;heliport;King Copters Heliport;NA;US;US-MT;Corvallis
US-0587;small_airport;Lone Tree Airport;NA;US;US-SD;Crocker
US-0588;small_airport;K-John Airport;NA;US;US-LA;Crowley
US-0589;small_airport;North Fox Island Airport;NA;US;US-MI;North Fox Island
US-0590;small_airport;Bison Hill Airport;NA;US;US-OK;Norman
US-0591;heliport;Franciscan Health Munster Heliport;NA;US;US-IN;Munster
US-0592;heliport;MidMichigan Health Park Heliport;NA;US;US-MI;Mt Pleasant
US-0593;small_airport;Lynnhaven Field;NA;US;US-VA;McGaheysville
US-0594;heliport;Potato Pond Heliport;NA;US;US-MI;Mason
US-0595;heliport;Desutter Farm Heliport;NA;US;US-IL;Manito
US-0596;heliport;Unity Medical Center Heliport;NA;US;US-TN;Manchester
US-0597;small_airport;Big Horn County Airport;NA;US;US-MT;Hardin
US-0598;heliport;Ronald Reagan UCLA Medical Center Helistop;NA;US;US-CA;Los Angeles
US-0599;closed;Tacna Landing Strip;NA;US;US-AZ;Tacna
US-0600;small_airport;Limerick Airport;NA;US;US-ME;Limerick
US-0601;small_airport;Stony Mountain Lodge Airport;NA;US;US-AK;Lime Village
US-0602;small_airport;Wilkeys Airport;NA;US;US-TX;Larue
US-0603;seaplane_base;Halifax River Seaplane Base;NA;US;US-FL;Holly Hill
US-0604;heliport;HDC1 Heliport;NA;US;US-TX;Fort Worth
US-0605;heliport;Glencoe Regional Health Service Heliport;NA;US;US-MN;Glencoe
US-0606;small_airport;Sword's Landing Airport;NA;US;US-TX;Greenville
US-0607;heliport;Guttenberg Municipal Hospital Heliport;NA;US;US-IA;Guttenberg
US-0608;small_airport;Hazel Green Acres Airport;NA;US;US-AL;Hazel Green
US-0609;closed;Henry C. Mustin Naval Air Facility;NA;US;US-PA;Philadelphia
US-0610;closed;Jasper Ridge Ranch Airport;NA;US;US-CO;Colorado Springs
US-0611;small_airport;Haymaker Airport;NA;US;US-OK;Hennessey
US-0612;small_airport;Hershey Flying Service Field Airport;NA;US;US-NE;Hershey
US-0613;heliport;Bell Air Ranch Heliport;NA;US;US-OH;Hillsboro
US-0614;heliport;Melissa Memorial Hospital Heliport;NA;US;US-CO;Holyoke
US-0615;closed;Lee Field;NA;US;US-NH;Goffstown
